Categorii de someri, Sexe, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 2626
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 2707
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 2202
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2015, Numar persoane, 2472
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2016, Numar persoane, 2145
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2017, Numar persoane, 2297
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2018, Numar persoane, 2742
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2019, Numar persoane, 2622
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2020, Numar persoane, 2580
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2021, Numar persoane, 2220
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2022, Numar persoane, 3306
- Liceal si postliceal, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2023, Numar persoane, 2728
- Liceal si postliceal, Feminin, Dolj, Anul 2011, Numar persoane, 676
- Liceal si postliceal, Feminin, Dolj, Anul 2012, Numar persoane, 598
- Liceal si postliceal, Feminin, Dolj, Anul 2013, Numar persoane, 628
- Liceal si postliceal, Feminin, Dolj, Anul 2014, Numar persoane, 548
- Liceal si postliceal, Feminin, Dolj, Anul 2015, Numar persoane, 785
- Liceal si postliceal, Feminin, Dolj, Anul 2016, Numar persoane, 469
- Liceal si postliceal, Feminin, Dolj, Anul 2017, Numar persoane, 385
- Liceal si postliceal, Feminin, Dolj, Anul 2018, Numar persoane, 1253
- Liceal si postliceal, Feminin, Dolj, Anul 2019, Numar persoane, 1218
- Liceal si postliceal, Feminin, Dolj, Anul 2020, Numar persoane, 1198
- Liceal si postliceal, Feminin, Dolj, Anul 2021, Numar persoane, 878
- Liceal si postliceal, Feminin, Dolj, Anul 2022, Numar persoane, 1200
- Liceal si postliceal, Feminin, Dolj, Anul 2023, Numar persoane, 1139
- Liceal si postliceal, Feminin, Gorj, Anul 2011, Numar persoane, 491
- Liceal si postliceal, Feminin, Gorj, Anul 2012, Numar persoane, 562
- Liceal si postliceal, Feminin, Gorj, Anul 2013, Numar persoane, 625
- Liceal si postliceal, Feminin, Gorj, Anul 2014, Numar persoane, 601
- Liceal si postliceal, Feminin, Gorj, Anul 2015, Numar persoane, 595
- Liceal si postliceal, Feminin, Gorj, Anul 2016, Numar persoane, 368
- Liceal si postliceal, Feminin, Gorj, Anul 2017, Numar persoane, 480
- Liceal si postliceal, Feminin, Gorj, Anul 2018, Numar persoane, 439
- Liceal si postliceal, Feminin, Gorj, Anul 2019, Numar persoane, 372
- Liceal si postliceal, Feminin, Gorj, Anul 2020, Numar persoane, 316
- Liceal si postliceal, Feminin, Gorj, Anul 2021, Numar persoane, 286
- Liceal si postliceal, Feminin, Gorj, Anul 2022, Numar persoane, 474
- Liceal si postliceal, Feminin, Gorj, Anul 2023, Numar persoane, 316
- Liceal si postliceal, Feminin, Mehedinti, Anul 2011, Numar persoane, 466
- Liceal si postliceal, Feminin, Mehedinti, Anul 2012, Numar persoane, 276
- Liceal si postliceal, Feminin, Mehedinti, Anul 2013, Numar persoane, 306
- Liceal si postliceal, Feminin, Mehedinti, Anul 2014, Numar persoane, 331
- Liceal si postliceal, Feminin, Mehedinti, Anul 2015, Numar persoane, 325
- Liceal si postliceal, Feminin, Mehedinti, Anul 2016, Numar persoane, 247
- Liceal si postliceal, Feminin, Mehedinti, Anul 2017, Numar persoane, 594
- Liceal si postliceal, Feminin, Mehedinti, Anul 2018, Numar persoane, 252
- Liceal si postliceal, Feminin, Mehedinti, Anul 2019, Numar persoane, 252
- Liceal si postliceal, Feminin, Mehedinti, Anul 2020, Numar persoane, 157
- Liceal si postliceal, Feminin, Mehedinti, Anul 2021, Numar persoane, 239
- Liceal si postliceal, Feminin, Mehedinti, Anul 2022, Numar persoane, 356
- Liceal si postliceal, Feminin, Mehedinti, Anul 2023, Numar persoane, 327
- Liceal si postliceal, Feminin, Olt, Anul 2011, Numar persoane, 435
- Liceal si postliceal, Feminin, Olt, Anul 2012, Numar persoane, 605
- Liceal si postliceal, Feminin, Olt, Anul 2013, Numar persoane, 494
- Liceal si postliceal, Feminin, Olt, Anul 2014, Numar persoane, 232
- Liceal si postliceal, Feminin, Olt, Anul 2015, Numar persoane, 455
- Liceal si postliceal, Feminin, Olt, Anul 2016, Numar persoane, 572
- Liceal si postliceal, Feminin, Olt, Anul 2017, Numar persoane, 331
- Liceal si postliceal, Feminin, Olt, Anul 2018, Numar persoane, 493
- Liceal si postliceal, Feminin, Olt, Anul 2019, Numar persoane, 525
- Liceal si postliceal, Feminin, Olt, Anul 2020, Numar persoane, 574
- Liceal si postliceal, Feminin, Olt, Anul 2021, Numar persoane, 520
- Liceal si postliceal, Feminin, Olt, Anul 2022, Numar persoane, 845
- Liceal si postliceal, Feminin, Olt, Anul 2023, Numar persoane, 477
- Liceal si postliceal, Feminin, Valcea, Anul 2011, Numar persoane, 400
- Liceal si postliceal, Feminin, Valcea, Anul 2012, Numar persoane, 585
- Liceal si postliceal, Feminin, Valcea, Anul 2013, Numar persoane, 654
- Liceal si postliceal, Feminin, Valcea, Anul 2014, Numar persoane, 490
- Liceal si postliceal, Feminin, Valcea, Anul 2015, Numar persoane, 312
- Liceal si postliceal, Feminin, Valcea, Anul 2016, Numar persoane, 489
- Liceal si postliceal, Feminin, Valcea, Anul 2017, Numar persoane, 507
- Liceal si postliceal, Feminin, Valcea, Anul 2018, Numar persoane, 305
- Liceal si postliceal, Feminin, Valcea, Anul 2019, Numar persoane, 255
- Liceal si postliceal, Feminin, Valcea, Anul 2020, Numar persoane, 335
- Liceal si postliceal, Feminin, Valcea, Anul 2021, Numar persoane, 297
- Liceal si postliceal, Feminin, Valcea, Anul 2022, Numar persoane, 431
- Liceal si postliceal, Feminin, Valcea, Anul 2023, Numar persoane, 469
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2011, Numar persoane, 935
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2012, Numar persoane, 1121
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2013, Numar persoane, 1233
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2014, Numar persoane, 1419
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2015, Numar persoane, 1571
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2016, Numar persoane, 1990
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2017, Numar persoane, 858
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2018, Numar persoane, 865
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2019, Numar persoane, 1010
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2020, Numar persoane, 1154
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2021, Numar persoane, 858
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2022, Numar persoane, 983
- Liceal si postliceal, Feminin, Regiunea VEST, Anul 2023, Numar persoane, 989
- Liceal si postliceal, Feminin, Arad, Anul 2011, Numar persoane, 152
- Liceal si postliceal, Feminin, Arad, Anul 2012, Numar persoane, 101
- Liceal si postliceal, Feminin, Arad, Anul 2013, Numar persoane, 94
- Liceal si postliceal, Feminin, Arad, Anul 2014, Numar persoane, 99
- Liceal si postliceal, Feminin, Arad, Anul 2015, Numar persoane, 90
- Liceal si postliceal, Feminin, Arad, Anul 2016, Numar persoane, 130
- Liceal si postliceal, Feminin, Arad, Anul 2017, Numar persoane, 75
- Liceal si postliceal, Feminin, Arad, Anul 2018, Numar persoane, 119
- Liceal si postliceal, Feminin, Arad, Anul 2019, Numar persoane, 288
- Liceal si postliceal, Feminin, Arad, Anul 2020, Numar persoane, 471
- Liceal si postliceal, Feminin, Arad, Anul 2021, Numar persoane, 221
- Liceal si postliceal, Feminin, Arad, Anul 2022, Numar persoane, 68
- Liceal si postliceal, Feminin, Arad, Anul 2023, Numar persoane, 43
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2011, Numar persoane, 200
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2012, Numar persoane, 173
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2013, Numar persoane, 211
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2014, Numar persoane, 205
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2015, Numar persoane, 254
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2016, Numar persoane, 273
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2017, Numar persoane, 127
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2018, Numar persoane, 231
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2019, Numar persoane, 243
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2020, Numar persoane, 191
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2021, Numar persoane, 112
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2022, Numar persoane, 133
- Liceal si postliceal, Feminin, Caras-Severin, Anul 2023, Numar persoane, 133
- Liceal si postliceal, Feminin, Hunedoara, Anul 2011, Numar persoane, 374
- Liceal si postliceal, Feminin, Hunedoara, Anul 2012, Numar persoane, 672
- Liceal si postliceal, Feminin, Hunedoara, Anul 2013, Numar persoane, 736
- Liceal si postliceal, Feminin, Hunedoara, Anul 2014, Numar persoane, 909
- Liceal si postliceal, Feminin, Hunedoara, Anul 2015, Numar persoane, 1014
- Liceal si postliceal, Feminin, Hunedoara, Anul 2016, Numar persoane, 1330
- Liceal si postliceal, Feminin, Hunedoara, Anul 2017, Numar persoane, 438
- Liceal si postliceal, Feminin, Hunedoara, Anul 2018, Numar persoane, 414
- Liceal si postliceal, Feminin, Hunedoara, Anul 2019, Numar persoane, 330
- Liceal si postliceal, Feminin, Hunedoara, Anul 2020, Numar persoane, 292
- Liceal si postliceal, Feminin, Hunedoara, Anul 2021, Numar persoane, 393
- Liceal si postliceal, Feminin, Hunedoara, Anul 2022, Numar persoane, 531
- Liceal si postliceal, Feminin, Hunedoara, Anul 2023, Numar persoane, 669
- Liceal si postliceal, Feminin, Timis, Anul 2011, Numar persoane, 209
- Liceal si postliceal, Feminin, Timis, Anul 2012, Numar persoane, 175
- Liceal si postliceal, Feminin, Timis, Anul 2013, Numar persoane, 192
- Liceal si postliceal, Feminin, Timis, Anul 2014, Numar persoane, 206
- Liceal si postliceal, Feminin, Timis, Anul 2015, Numar persoane, 213
- Liceal si postliceal, Feminin, Timis, Anul 2016, Numar persoane, 257
- Liceal si postliceal, Feminin, Timis, Anul 2017, Numar persoane, 218
- Liceal si postliceal, Feminin, Timis, Anul 2018, Numar persoane, 101
- Liceal si postliceal, Feminin, Timis, Anul 2019, Numar persoane, 149
- Liceal si postliceal, Feminin, Timis, Anul 2020, Numar persoane, 200
- Liceal si postliceal, Feminin, Timis, Anul 2021, Numar persoane, 132
- Liceal si postliceal, Feminin, Timis, Anul 2022, Numar persoane, 251
- Liceal si postliceal, Feminin, Timis, Anul 2023, Numar persoane, 144
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2011, Numar persoane, 1612
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2012, Numar persoane, 1297
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2013, Numar persoane, 1106
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2014, Numar persoane, 1225
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2015, Numar persoane, 746
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2016, Numar persoane, 511
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2017, Numar persoane, 776
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2018, Numar persoane, 631
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2019, Numar persoane, 651
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2020, Numar persoane, 674
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2021, Numar persoane, 496
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2022, Numar persoane, 573
- Universitar, Feminin, MACROREGIUNEA UNU, Anul 2023, Numar persoane, 446
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2011, Numar persoane, 788
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2012, Numar persoane, 664
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2013, Numar persoane, 509
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2014, Numar persoane, 550
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2015, Numar persoane, 403
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2016, Numar persoane, 335
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2017, Numar persoane, 575
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2018, Numar persoane, 346
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2019, Numar persoane, 396
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2020, Numar persoane, 345
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2021, Numar persoane, 300
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2022, Numar persoane, 267
- Universitar, Feminin, Regiunea NORD-VEST, Anul 2023, Numar persoane, 208
- Universitar, Feminin, Bihor, Anul 2011, Numar persoane, 103
- Universitar, Feminin, Bihor, Anul 2012, Numar persoane, 93
- Universitar, Feminin, Bihor, Anul 2013, Numar persoane, 43
- Universitar, Feminin, Bihor, Anul 2014, Numar persoane, 81
- Universitar, Feminin, Bihor, Anul 2015, Numar persoane, 67
- Universitar, Feminin, Bihor, Anul 2016, Numar persoane, 29
- Universitar, Feminin, Bihor, Anul 2017, Numar persoane, 63
- Universitar, Feminin, Bihor, Anul 2018, Numar persoane, 54
- Universitar, Feminin, Bihor, Anul 2019, Numar persoane, 55
- Universitar, Feminin, Bihor, Anul 2020, Numar persoane, 52
- Universitar, Feminin, Bihor, Anul 2021, Numar persoane, 45
- Universitar, Feminin, Bihor, Anul 2022, Numar persoane, 53
- Universitar, Feminin, Bihor, Anul 2023, Numar persoane, 26
- Universitar, Feminin, Bistrita-Nasaud, Anul 2011, Numar persoane, 47
- Universitar, Feminin, Bistrita-Nasaud, Anul 2012, Numar persoane, 46
- Universitar, Feminin, Bistrita-Nasaud, Anul 2013, Numar persoane, 28
- Universitar, Feminin, Bistrita-Nasaud, Anul 2014, Numar persoane, 64
- Universitar, Feminin, Bistrita-Nasaud, Anul 2015, Numar persoane, 23
- Universitar, Feminin, Bistrita-Nasaud, Anul 2016, Numar persoane, 8
- Universitar, Feminin, Bistrita-Nasaud, Anul 2017, Numar persoane, 26
- Universitar, Feminin, Bistrita-Nasaud, Anul 2018, Numar persoane, 42
- Universitar, Feminin, Bistrita-Nasaud, Anul 2019, Numar persoane, 46
- Universitar, Feminin, Bistrita-Nasaud, Anul 2020, Numar persoane, 54
- Universitar, Feminin, Bistrita-Nasaud, Anul 2021, Numar persoane, 56
- Universitar, Feminin, Bistrita-Nasaud, Anul 2022, Numar persoane, 51
- Universitar, Feminin, Bistrita-Nasaud, Anul 2023, Numar persoane, 39
- Universitar, Feminin, Cluj, Anul 2011, Numar persoane, 330
- Universitar, Feminin, Cluj, Anul 2012, Numar persoane, 275
- Universitar, Feminin, Cluj, Anul 2013, Numar persoane, 214
- Universitar, Feminin, Cluj, Anul 2014, Numar persoane, 220
- Universitar, Feminin, Cluj, Anul 2015, Numar persoane, 135
- Universitar, Feminin, Cluj, Anul 2016, Numar persoane, 151
- Universitar, Feminin, Cluj, Anul 2017, Numar persoane, 274
- Universitar, Feminin, Cluj, Anul 2018, Numar persoane, 104
- Universitar, Feminin, Cluj, Anul 2019, Numar persoane, 107
- Universitar, Feminin, Cluj, Anul 2020, Numar persoane, 88
- Universitar, Feminin, Cluj, Anul 2021, Numar persoane, 86
- Universitar, Feminin, Cluj, Anul 2022, Numar persoane, 73
- Universitar, Feminin, Cluj, Anul 2023, Numar persoane, 72
- Universitar, Feminin, Maramures, Anul 2011, Numar persoane, 170
- Universitar, Feminin, Maramures, Anul 2012, Numar persoane, 152
- Universitar, Feminin, Maramures, Anul 2013, Numar persoane, 139
- Universitar, Feminin, Maramures, Anul 2014, Numar persoane, 115
- Universitar, Feminin, Maramures, Anul 2015, Numar persoane, 130
- Universitar, Feminin, Maramures, Anul 2016, Numar persoane, 121
- Universitar, Feminin, Maramures, Anul 2017, Numar persoane, 176
- Universitar, Feminin, Maramures, Anul 2018, Numar persoane, 104
- Universitar, Feminin, Maramures, Anul 2019, Numar persoane, 128
- Universitar, Feminin, Maramures, Anul 2020, Numar persoane, 97
- Universitar, Feminin, Maramures, Anul 2021, Numar persoane, 71
- Universitar, Feminin, Maramures, Anul 2022, Numar persoane, 63
- Universitar, Feminin, Maramures, Anul 2023, Numar persoane, 42
- Universitar, Feminin, Satu Mare, Anul 2011, Numar persoane, 84
- Universitar, Feminin, Satu Mare, Anul 2012, Numar persoane, 60
- Universitar, Feminin, Satu Mare, Anul 2013, Numar persoane, 42
- Universitar, Feminin, Satu Mare, Anul 2014, Numar persoane, 37
- Universitar, Feminin, Satu Mare, Anul 2015, Numar persoane, 24
- Universitar, Feminin, Satu Mare, Anul 2016, Numar persoane, 17
- Universitar, Feminin, Satu Mare, Anul 2017, Numar persoane, 10
- Universitar, Feminin, Satu Mare, Anul 2018, Numar persoane, 19
- Universitar, Feminin, Satu Mare, Anul 2019, Numar persoane, 22
- Universitar, Feminin, Satu Mare, Anul 2020, Numar persoane, 19
- Universitar, Feminin, Satu Mare, Anul 2021, Numar persoane, 9
- Universitar, Feminin, Satu Mare, Anul 2022, Numar persoane, 5
- Universitar, Feminin, Satu Mare, Anul 2023, Numar persoane, 8
- Universitar, Feminin, Salaj, Anul 2011, Numar persoane, 54
- Universitar, Feminin, Salaj, Anul 2012, Numar persoane, 38
- Universitar, Feminin, Salaj, Anul 2013, Numar persoane, 43
- Universitar, Feminin, Salaj, Anul 2014, Numar persoane, 33
- Universitar, Feminin, Salaj, Anul 2015, Numar persoane, 24
- Universitar, Feminin, Salaj, Anul 2016, Numar persoane, 9
- Universitar, Feminin, Salaj, Anul 2017, Numar persoane, 26
- Universitar, Feminin, Salaj, Anul 2018, Numar persoane, 23
- Universitar, Feminin, Salaj, Anul 2019, Numar persoane, 38
- Universitar, Feminin, Salaj, Anul 2020, Numar persoane, 35
- Universitar, Feminin, Salaj, Anul 2021, Numar persoane, 33
- Universitar, Feminin, Salaj, Anul 2022, Numar persoane, 22
- Universitar, Feminin, Salaj, Anul 2023, Numar persoane, 21
- Universitar, Feminin, Regiunea CENTRU, Anul 2011, Numar persoane, 824
- Universitar, Feminin, Regiunea CENTRU, Anul 2012, Numar persoane, 633
- Universitar, Feminin, Regiunea CENTRU, Anul 2013, Numar persoane, 597
- Universitar, Feminin, Regiunea CENTRU, Anul 2014, Numar persoane, 675
- Universitar, Feminin, Regiunea CENTRU, Anul 2015, Numar persoane, 343
- Universitar, Feminin, Regiunea CENTRU, Anul 2016, Numar persoane, 176
- Universitar, Feminin, Regiunea CENTRU, Anul 2017, Numar persoane, 201
- Universitar, Feminin, Regiunea CENTRU, Anul 2018, Numar persoane, 285
- Universitar, Feminin, Regiunea CENTRU, Anul 2019, Numar persoane, 255
- Universitar, Feminin, Regiunea CENTRU, Anul 2020, Numar persoane, 329
- Universitar, Feminin, Regiunea CENTRU, Anul 2021, Numar persoane, 196
- Universitar, Feminin, Regiunea CENTRU, Anul 2022, Numar persoane, 306
- Universitar, Feminin, Regiunea CENTRU, Anul 2023, Numar persoane, 238
- Universitar, Feminin, Alba, Anul 2011, Numar persoane, 140
- Universitar, Feminin, Alba, Anul 2012, Numar persoane, 175
- Universitar, Feminin, Alba, Anul 2013, Numar persoane, 187
- Universitar, Feminin, Alba, Anul 2014, Numar persoane, 95
- Universitar, Feminin, Alba, Anul 2015, Numar persoane, 67
- Universitar, Feminin, Alba, Anul 2016, Numar persoane, 19
- Universitar, Feminin, Alba, Anul 2017, Numar persoane, 51
- Universitar, Feminin, Alba, Anul 2018, Numar persoane, 100
- Universitar, Feminin, Alba, Anul 2019, Numar persoane, 63
- Universitar, Feminin, Alba, Anul 2020, Numar persoane, 84
- Universitar, Feminin, Alba, Anul 2021, Numar persoane, 40
